origen,destino,linea_origen,linea_destino,franja_horaria,dia_semana,es_festivo,distancia_km,misma_linea,origen_es_transbordo,destino_es_transbordo,ocupacion_vagon,tiempo_espera_min,num_paradas_estimadas,tarifa_cop,requiere_transbordo,congestion_alta
Villa Sierra,La Sierra,K,M,mañana_pico,5,0,8.439,0,0,0,0.94,5,4,3300,1,1
Trece de Noviembre,Villa Sierra,M,K,mañana_valle,6,0,7.5,0,0,0,0.41,7,4,3300,1,0
San Antonio,Exposiciones,A,A,tarde_valle,4,0,1.208,1,1,0,0.38,9,6,3300,0,0
La Aurora,Arví,J,L,tarde_pico,3,0,15.763,0,0,0,0.93,4,12,3300,1,1
Alejandro Echavarría,La Sierra,T,M,tarde_pico,7,0,1.894,0,0,0,0.85,3,13,3300,1,1
Andalucía,Ayurá,K,A,mañana_valle,4,0,12.811,0,0,0,0.41,7,1,3300,1,0
Madera,La Estrella,A,A,tarde_valle,1,0,18.071,1,0,0,0.38,6,1,3300,0,0
La Estrella,Poblado,A,A,mañana_pico,7,0,7.36,1,0,0,0.94,4,18,3300,0,1
Juan XXIII,Villa Sierra,J,K,tarde_valle,5,0,8.743,0,0,0,0.29,4,15,3300,1,1
Santa Lucía,Parque Berrío,B,A,mañana_pico,3,0,3.208,0,0,0,0.84,3,8,3300,1,1
Ayurá,San Javier,A,B,madrugada,5,0,7.765,0,0,1,0.14,11,3,3300,1,0
San Javier,Oriente,B,T,mañana_pico,4,0,9.063,0,1,0,0.96,2,10,3300,1,1
Madera,La Independencia,A,K,tarde_pico,1,0,4.466,0,0,0,0.9,4,12,3300,1,1
Bicentenario,Alejandro Echavarría,T,T,madrugada,7,0,0.543,1,0,0,0.17,8,13,3300,0,0
Acevedo,San Javier,A,B,tarde_valle,1,0,6.69,0,1,1,0.33,8,5,3300,1,0
San Javier,Vallejuelos,B,J,noche,2,0,2.406,0,1,0,0.18,11,13,3300,1,1
Buenos Aires,Arví,T,L,tarde_valle,5,0,7.292,0,0,0,0.27,7,10,3300,1,1
Miraflores,Parque Berrío,T,A,mañana_pico,3,0,0.663,0,1,0,0.77,2,18,3300,1,1
Miraflores,Ayurá,T,A,madrugada,4,0,6.75,0,1,0,0.15,10,5,3300,1,0
Asomadera,Villa Sierra,T,K,mañana_pico,4,0,7.038,0,0,0,0.85,3,18,3300,1,1
Arví,Vallejuelos,L,J,mañana_pico,2,0,15.002,0,0,0,0.77,5,11,3300,1,1
Villa Sierra,Caribe,K,A,madrugada,6,0,3.465,0,0,0,0.14,13,12,3300,1,0
Exposiciones,Floresta,A,B,mañana_valle,5,0,3.0,0,0,0,0.46,6,6,3300,1,0
Santa Lucía,Trece de Noviembre,B,M,tarde_pico,5,0,4.467,0,0,0,0.74,2,8,3300,1,1
Exposiciones,Suramericana,A,B,mañana_pico,7,0,1.083,0,0,0,0.77,2,8,3300,1,1
Arví,Parque Berrío,L,A,mañana_valle,1,0,9.241,0,0,0,0.39,4,10,3300,1,0
Buenos Aires,Oriente,T,T,madrugada,3,0,1.881,1,0,0,0.12,11,7,3300,0,0
La Aurora,Vallejuelos,J,J,mañana_valle,5,0,1.029,1,0,0,0.42,5,1,3300,0,0
Suramericana,Santo Domingo,B,K,noche,5,0,8.618,0,0,1,0.16,7,2,3300,1,0
Itagüí,Exposiciones,A,A,noche,5,0,8.492,1,0,0,0.2,9,1,3300,0,0
Tricentenario,Miraflores,A,T,noche,3,0,4.752,0,0,1,0.28,11,12,3300,1,1
Universidad,Bello,A,A,mañana_valle,7,0,7.978,1,0,0,0.4,7,17,3300,0,0
Universidad,Floresta,A,B,tarde_pico,7,0,4.5,0,0,0,0.72,3,17,3300,1,1
Loyola,Villa Sierra,T,K,noche,1,0,6.87,0,0,0,0.16,10,10,3300,1,0
Floresta,Juan XXIII,B,J,tarde_pico,6,0,2.039,0,0,0,0.74,4,12,3300,1,1
Santa Lucía,La Sierra,B,M,mañana_valle,2,0,5.371,0,0,0,0.55,8,9,3300,1,1
Acevedo,La Sierra,A,M,mañana_valle,4,0,8.304,0,1,0,0.52,4,18,3300,1,0
Envigado,Poblado,A,A,mañana_pico,3,0,4.151,1,0,0,0.97,3,3,3300,0,1
Suramericana,La Aurora,B,J,noche,5,0,6.388,0,0,0,0.32,11,8,3300,1,0
Alejandro Echavarría,Aguacatala,T,A,tarde_valle,2,0,5.807,0,0,0,0.36,6,11,3300,1,0
Buenos Aires,Andalucía,T,K,mañana_pico,2,0,6.691,0,0,0,0.91,3,5,3300,1,1
La Estrella,La Aurora,A,J,mañana_pico,4,0,12.35,0,0,0,1.0,3,6,3300,1,1
San Javier,Tricentenario,B,A,tarde_valle,5,0,5.93,0,1,0,0.49,4,6,3300,1,0
San Javier,Parque Berrío,B,A,noche,1,0,4.775,0,1,0,0.3,9,14,3300,1,0
La Estrella,Loyola,A,T,noche,7,0,13.181,0,0,0,0.34,8,5,3300,1,0
Exposiciones,Universidad,A,A,mañana_pico,2,0,3.666,1,0,0,0.76,4,8,3300,0,1
Santo Domingo,Poblado,K,A,mañana_pico,6,0,11.934,0,1,0,0.76,2,16,3300,1,1
Prado,Vallejuelos,A,J,tarde_valle,4,0,7.034,0,0,0,0.43,6,6,3300,1,1
Suramericana,Juan XXIII,B,J,tarde_pico,2,0,4.276,0,0,0,0.74,3,2,3300,1,1
Alejandro Echavarría,Niquía,T,A,mañana_valle,4,0,12.067,0,0,0,0.36,5,7,3300,1,0
Tricentenario,Exposiciones,A,A,tarde_pico,7,0,5.722,1,0,0,0.87,5,8,3300,0,1
Bicentenario,Miraflores,T,T,madrugada,5,0,1.2,1,0,1,0.17,14,11,3300,0,0
Miraflores,Trece de Noviembre,T,M,noche,5,0,1.013,0,1,0,0.27,10,2,3300,1,0
Vallejuelos,Universidad,J,A,tarde_pico,4,0,6.884,0,0,0,0.91,2,8,3300,1,1
Vallejuelos,Andalucía,J,K,tarde_pico,6,0,8.154,0,0,0,0.71,5,17,3300,1,1
Trece de Noviembre,Acevedo,M,A,mañana_pico,3,0,7.238,0,0,1,0.86,4,10,3300,1,1
Loyola,San Antonio,T,A,tarde_pico,3,0,3.466,0,0,1,0.85,2,17,3300,1,1
Parque Berrío,Asomadera,A,T,noche,4,0,3.653,0,0,0,0.17,10,4,3300,1,1
Alpujarra,Santo Domingo,A,K,noche,5,0,8.629,0,0,1,0.18,9,11,3300,1,0
Buenos Aires,Bello,T,A,mañana_pico,4,0,11.112,0,0,0,0.9,3,15,3300,1,1
Caribe,Envigado,A,A,mañana_valle,6,0,11.494,1,0,0,0.46,5,4,3300,0,0
Caribe,Prado,A,A,noche,4,0,2.765,1,0,0,0.28,6,17,3300,0,0
Suramericana,Vallejuelos,B,J,tarde_valle,2,0,5.378,0,0,0,0.34,7,2,3300,1,1
San Antonio,Santa Lucía,A,B,tarde_valle,7,0,2.837,0,1,0,0.29,5,6,3300,1,1
Acevedo,Bicentenario,A,T,mañana_valle,3,0,6.652,0,1,0,0.48,7,10,3300,1,0
Trece de Noviembre,Alpujarra,M,A,madrugada,2,0,2.03,0,0,0,0.2,8,9,3300,1,0
Niquía,Asomadera,A,T,tarde_pico,7,0,13.303,0,0,0,0.9,5,8,3300,1,1
Industriales,Santo Domingo,A,K,noche,4,0,10.116,0,0,1,0.24,9,3,3300,1,0
Santo Domingo,Arví,K,L,madrugada,2,0,5.533,0,1,0,0.19,12,18,3300,1,0
Industriales,Acevedo,A,A,mañana_pico,2,0,7.896,1,0,1,0.76,4,2,3300,0,1
Parque Berrío,Madera,A,A,noche,5,0,8.209,1,0,0,0.32,8,11,3300,0,0
Caribe,Acevedo,A,A,madrugada,4,0,2.682,1,0,1,0.2,10,10,3300,0,0
Arví,Santo Domingo,L,K,tarde_valle,7,0,5.533,0,0,1,0.49,9,12,3300,1,0
Madera,Universidad,A,A,mañana_valle,3,0,6.099,1,0,0,0.39,7,3,3300,0,0
Bicentenario,Villa Sierra,T,K,madrugada,3,0,6.635,0,0,0,0.15,9,9,3300,1,0
Floresta,La Aurora,B,J,tarde_pico,5,0,4.194,0,0,0,0.75,3,2,3300,1,1
Universidad,La Independencia,A,K,noche,6,0,4.928,0,0,0,0.26,6,16,3300,1,0
Santo Domingo,Itagüí,K,A,tarde_pico,5,0,17.745,0,1,0,0.91,4,17,3300,1,1
Villa Sierra,Trece de Noviembre,K,M,mañana_valle,2,0,7.5,0,0,0,0.45,7,17,3300,1,1
Trece de Noviembre,Oriente,M,T,tarde_pico,7,1,3.32,0,0,0,0.85,4,7,3300,1,1
Niquía,Prado,A,A,madrugada,4,0,10.958,1,0,0,0.16,9,7,3300,0,0
Arví,Alejandro Echavarría,L,T,tarde_pico,1,0,8.148,0,0,0,0.78,3,1,3300,1,1
Trece de Noviembre,Exposiciones,M,A,noche,3,0,2.428,0,0,0,0.2,6,10,3300,1,0
La Estrella,Vallejuelos,A,J,tarde_valle,3,0,11.696,0,0,0,0.44,4,11,3300,1,1
Floresta,Alejandro Echavarría,B,T,noche,5,0,5.275,0,0,0,0.27,6,6,3300,1,1
Exposiciones,Santa Lucía,A,B,mañana_valle,6,0,2.288,0,0,0,0.42,7,2,3300,1,0
La Sierra,Prado,M,A,tarde_pico,2,0,2.974,0,0,0,0.86,4,15,3300,1,1
Alejandro Echavarría,Acevedo,T,A,tarde_valle,3,0,6.422,0,0,1,0.39,9,11,3300,1,1
Andalucía,La Aurora,K,J,madrugada,2,0,8.632,0,0,0,0.16,13,12,3300,1,0
Tricentenario,San Antonio,A,A,mañana_valle,7,1,4.856,1,0,1,0.55,8,6,3300,0,0
Villa Sierra,Arví,K,L,tarde_pico,2,0,7.127,0,0,0,0.85,4,11,3300,1,1
Madera,Itagüí,A,A,tarde_pico,1,0,16.988,1,0,0,0.82,3,12,3300,0,1
Buenos Aires,La Estrella,T,A,mañana_pico,5,0,12.763,0,0,0,0.83,2,12,3300,1,1
Madera,Industriales,A,A,madrugada,4,0,9.804,1,0,0,0.15,15,17,3300,0,0
Parque Berrío,Industriales,A,A,mañana_valle,4,0,2.481,1,0,0,0.48,8,10,3300,0,0
San Javier,Parque Berrío,B,A,madrugada,7,0,4.775,0,1,0,0.15,10,7,3300,1,0
Madera,Asomadera,A,T,tarde_pico,6,0,9.887,0,0,0,0.92,2,1,3300,1,1
La Estrella,Madera,A,A,noche,7,0,18.071,1,0,0,0.17,9,2,3300,0,0
Universidad,La Aurora,A,J,noche,6,0,7.735,0,0,0,0.21,10,10,3300,1,0
Trece de Noviembre,Industriales,M,A,mañana_valle,2,0,2.872,0,0,0,0.35,6,18,3300,1,0
San Javier,Loyola,B,T,noche,1,0,7.819,0,1,0,0.2,7,9,3300,1,0
Hospital,Niquía,A,A,tarde_valle,5,0,10.262,1,0,0,0.38,5,18,3300,0,0
Santa Lucía,Villa Sierra,B,K,mañana_valle,3,0,7.672,0,0,0,0.34,6,8,3300,1,1
San Antonio,Tricentenario,A,A,mañana_valle,5,0,4.856,1,1,0,0.52,8,15,3300,0,1
Acevedo,Parque Berrío,A,A,madrugada,4,0,6.05,1,1,0,0.19,8,4,3300,0,0
Suramericana,Acevedo,B,A,madrugada,4,0,6.118,0,0,1,0.14,15,12,3300,1,0
La Estrella,Santa Lucía,A,B,mañana_pico,6,0,10.357,0,0,0,0.94,2,15,3300,1,1
Villa Sierra,Prado,K,A,madrugada,7,0,5.958,0,0,0,0.17,9,15,3300,1,0
La Estrella,Asomadera,A,T,tarde_pico,2,0,13.612,0,0,0,0.94,3,9,3300,1,1
Trinidad,Alejandro Echavarría,B,T,mañana_pico,6,0,3.782,0,0,0,0.98,4,11,3300,1,1
Loyola,Juan XXIII,T,J,madrugada,1,0,8.937,0,0,0,0.15,13,16,3300,1,0
Loyola,San Antonio,T,A,mañana_valle,7,0,3.466,0,0,1,0.44,8,4,3300,1,0
Miraflores,Universidad,T,A,mañana_valle,5,0,2.397,0,1,0,0.46,6,18,3300,1,0
Loyola,Miraflores,T,T,tarde_valle,4,0,2.389,1,0,1,0.31,5,18,3300,0,0
San Antonio,Oriente,A,T,tarde_pico,1,0,4.713,0,1,0,0.79,5,14,3300,1,1
Villa Sierra,Floresta,K,B,tarde_valle,6,0,7.991,0,0,0,0.31,9,3,3300,1,0
Villa Sierra,Oriente,K,T,madrugada,5,0,7.294,0,0,0,0.16,13,18,3300,1,0
Universidad,Loyola,A,T,mañana_pico,3,0,3.744,0,0,0,0.99,2,4,3300,1,1
Santo Domingo,Suramericana,K,B,mañana_valle,4,0,8.618,0,1,0,0.46,4,3,3300,1,1
Industriales,Prado,A,A,tarde_valle,7,0,3.113,1,0,0,0.25,5,5,3300,0,0
Buenos Aires,Andalucía,T,K,mañana_valle,4,0,6.691,0,0,0,0.45,7,7,3300,1,0
Industriales,Floresta,A,B,mañana_valle,5,0,3.238,0,0,0,0.5,6,14,3300,1,0
Santa Lucía,Caribe,B,A,tarde_valle,1,0,4.305,0,0,0,0.4,8,13,3300,1,1
Prado,La Estrella,A,A,madrugada,3,0,12.07,1,0,0,0.19,8,1,3300,0,0
Andalucía,Santa Lucía,K,B,madrugada,7,1,6.884,0,0,0,0.1,14,13,3300,1,0
Trece de Noviembre,San Javier,M,B,noche,4,0,6.038,0,0,1,0.23,9,18,3300,1,1
Industriales,Alpujarra,A,A,tarde_pico,2,0,1.488,1,0,0,0.75,5,12,3300,0,1
Alejandro Echavarría,Parque Berrío,T,A,mañana_valle,7,0,1.319,0,0,0,0.33,4,1,3300,1,0
Parque Berrío,Juan XXIII,A,J,noche,4,0,5.921,0,0,0,0.34,7,3,3300,1,0
Prado,Bicentenario,A,T,tarde_pico,7,0,1.816,0,0,0,0.93,3,15,3300,1,1
Juan XXIII,Bicentenario,J,T,tarde_valle,7,0,7.762,0,0,0,0.34,5,14,3300,1,0
Santo Domingo,Niquía,K,A,tarde_valle,4,0,8.114,0,1,0,0.46,5,17,3300,1,1
Envigado,Bicentenario,A,T,tarde_valle,5,0,9.149,0,0,0,0.34,4,16,3300,1,0
Trinidad,Hospital,B,A,tarde_valle,4,0,2.976,0,0,0,0.49,4,5,3300,1,0
Vallejuelos,Envigado,J,A,tarde_pico,5,0,10.311,0,0,0,0.72,2,8,3300,1,1
Asomadera,La Sierra,T,M,noche,6,0,2.653,0,0,0,0.34,6,18,3300,1,0
La Independencia,La Estrella,K,A,tarde_valle,1,0,18.402,0,0,0,0.48,8,1,3300,1,1
Asomadera,Loyola,T,T,tarde_valle,4,0,0.603,1,0,0,0.39,6,14,3300,0,0
Santa Lucía,Itagüí,B,A,mañana_valle,2,0,9.238,0,0,0,0.31,8,10,3300,1,1
Villa Sierra,Ayurá,K,A,madrugada,6,0,13.268,0,0,0,0.15,10,2,3300,1,0
Itagüí,Trece de Noviembre,A,M,madrugada,3,0,9.787,0,0,0,0.15,10,17,3300,1,0
Tricentenario,Itagüí,A,A,mañana_valle,2,0,14.115,1,0,0,0.45,6,9,3300,0,0
Niquía,Prado,A,A,tarde_valle,2,0,10.958,1,0,0,0.48,9,5,3300,0,0
Buenos Aires,Trinidad,T,B,mañana_pico,3,0,4.88,0,0,0,0.95,3,16,3300,1,1
Alpujarra,La Aurora,A,J,madrugada,3,0,7.355,0,0,0,0.2,10,5,3300,1,0
Oriente,Alejandro Echavarría,T,T,tarde_pico,2,0,2.979,1,0,0,0.87,3,7,3300,0,1
Villa Sierra,Santa Lucía,K,B,madrugada,6,0,7.672,0,0,0,0.13,9,2,3300,1,0
San Antonio,Asomadera,A,T,tarde_pico,4,0,4.069,0,1,0,0.78,3,13,3300,1,1
Suramericana,Oriente,B,T,mañana_valle,2,0,6.018,0,0,0,0.43,7,1,3300,1,0
Itagüí,Loyola,A,T,tarde_pico,6,0,11.696,0,0,0,0.78,2,4,3300,1,1
La Aurora,La Sierra,J,M,mañana_valle,7,0,10.286,0,0,0,0.53,6,11,3300,1,0
Envigado,Itagüí,A,A,madrugada,3,0,1.914,1,0,0,0.17,14,15,3300,0,0
Aguacatala,Santo Domingo,A,K,mañana_pico,5,0,13.057,0,0,1,0.83,3,11,3300,1,1
Andalucía,Niquía,K,A,noche,1,0,6.235,0,0,0,0.32,6,14,3300,1,0
Universidad,La Aurora,A,J,madrugada,6,0,7.735,0,0,0,0.14,11,10,3300,1,0
Ayurá,Exposiciones,A,A,madrugada,1,0,5.407,1,0,0,0.16,8,7,3300,0,0
Santo Domingo,La Sierra,K,M,madrugada,6,0,9.069,0,1,0,0.2,9,5,3300,1,0
Suramericana,La Independencia,B,K,mañana_pico,1,0,7.87,0,0,0,0.92,4,10,3300,1,1
Loyola,Tricentenario,T,A,noche,4,0,5.797,0,0,0,0.33,8,14,3300,1,0
San Javier,Ayurá,B,A,mañana_pico,7,1,7.765,0,1,0,0.94,5,13,3300,1,1
Floresta,Acevedo,B,A,mañana_valle,7,1,6.377,0,0,1,0.41,7,7,3300,1,0
Arví,Miraflores,L,T,mañana_pico,6,0,8.706,0,0,1,0.87,3,18,3300,1,1
Bicentenario,Industriales,T,A,tarde_valle,6,0,3.922,0,0,0,0.28,7,9,3300,1,0
Universidad,Madera,A,A,madrugada,1,0,6.099,1,0,0,0.16,12,15,3300,0,0
Bello,Juan XXIII,A,J,mañana_pico,6,0,8.749,0,0,0,0.91,2,13,3300,1,1
Envigado,Parque Berrío,A,A,noche,3,0,8.359,1,0,0,0.33,10,1,3300,0,0
Juan XXIII,Oriente,J,T,tarde_pico,4,0,10.171,0,0,0,0.8,2,18,3300,1,1
Poblado,Niquía,A,A,tarde_pico,6,0,15.012,1,0,0,0.9,5,4,3300,0,1
Villa Sierra,La Aurora,K,J,mañana_valle,3,0,9.666,0,0,0,0.47,7,2,3300,1,0
Trece de Noviembre,Caribe,M,A,mañana_valle,5,0,4.56,0,0,0,0.51,6,3,3300,1,0
Loyola,Itagüí,T,A,noche,2,0,11.696,0,0,0,0.19,6,13,3300,1,0
Exposiciones,San Javier,A,B,noche,4,0,3.781,0,0,1,0.33,11,12,3300,1,0
Oriente,Caribe,T,A,noche,4,0,5.717,0,0,0,0.3,7,2,3300,1,0
Exposiciones,Bello,A,A,noche,5,0,10.797,1,0,0,0.2,9,3,3300,0,0
La Aurora,La Estrella,J,A,tarde_pico,5,0,12.35,0,0,0,0.94,5,1,3300,1,1
Madera,Santa Lucía,A,B,madrugada,3,0,7.752,0,0,0,0.18,8,13,3300,1,0
Hospital,Poblado,A,A,noche,6,0,5.637,1,0,0,0.25,11,18,3300,0,0
Parque Berrío,Santo Domingo,A,K,mañana_pico,1,0,7.719,0,0,1,0.76,3,16,3300,1,1
La Sierra,Bello,M,A,tarde_pico,5,0,12.439,0,0,0,0.71,3,1,3300,1,1
Alpujarra,La Sierra,A,M,madrugada,3,0,2.932,0,0,0,0.18,9,15,3300,1,0
Arví,San Antonio,L,A,tarde_valle,1,0,9.741,0,0,1,0.45,4,4,3300,1,1
Oriente,Arví,T,L,tarde_valle,2,0,5.955,0,0,0,0.27,5,14,3300,1,1
Floresta,Alejandro Echavarría,B,T,mañana_valle,1,0,5.275,0,0,0,0.54,8,18,3300,1,0
Prado,Floresta,A,B,mañana_pico,7,1,4.142,0,0,0,0.79,2,4,3300,1,1
Envigado,Parque Berrío,A,A,tarde_pico,2,0,8.359,1,0,0,0.87,3,15,3300,0,1
Aguacatala,Santo Domingo,A,K,madrugada,2,0,13.057,0,0,1,0.11,14,6,3300,1,0
Bello,Juan XXIII,A,J,madrugada,1,0,8.749,0,0,0,0.1,9,10,3300,1,0
Alejandro Echavarría,Oriente,T,T,noche,2,0,2.979,1,0,0,0.19,11,9,3300,0,0
Vallejuelos,Buenos Aires,J,T,tarde_pico,2,0,9.354,0,0,0,0.93,2,6,3300,1,1
Oriente,Trece de Noviembre,T,M,madrugada,6,0,3.32,0,0,0,0.18,12,12,3300,1,0
Alejandro Echavarría,Niquía,T,A,tarde_valle,2,0,12.067,0,0,0,0.3,8,4,3300,1,1
Arví,Trinidad,L,B,tarde_valle,5,0,11.42,0,0,0,0.3,9,7,3300,1,1
Envigado,Acevedo,A,A,mañana_pico,1,0,13.926,1,0,1,0.95,5,16,3300,0,1
Alpujarra,San Antonio,A,A,noche,1,0,0.561,1,0,1,0.16,8,10,3300,0,0
Industriales,Buenos Aires,A,T,mañana_valle,3,0,4.42,0,0,0,0.45,7,2,3300,1,1
Universidad,Acevedo,A,A,tarde_valle,2,0,3.848,1,0,1,0.29,4,16,3300,0,0
Juan XXIII,Hospital,J,A,madrugada,2,0,5.983,0,0,0,0.17,13,14,3300,1,0
Exposiciones,Floresta,A,B,mañana_pico,7,1,3.0,0,0,0,0.81,3,14,3300,1,0
Exposiciones,Miraflores,A,T,mañana_pico,1,0,2.23,0,0,1,0.87,5,2,3300,1,1
Bicentenario,Parque Berrío,T,A,mañana_pico,5,0,1.862,0,0,0,0.86,5,12,3300,1,1
Prado,Asomadera,A,T,noche,2,0,3.53,0,0,0,0.28,8,7,3300,1,1
Floresta,Prado,B,A,madrugada,6,0,4.142,0,0,0,0.16,12,5,3300,1,0
Hospital,Asomadera,A,T,tarde_pico,4,0,3.761,0,0,0,0.74,4,8,3300,1,1
Itagüí,Arví,A,L,mañana_pico,7,0,18.492,0,0,0,0.99,3,18,3300,1,1
Poblado,Caribe,A,A,tarde_pico,7,0,7.475,1,0,0,0.92,3,16,3300,0,1
Loyola,Envigado,T,A,madrugada,6,0,9.836,0,0,0,0.14,11,8,3300,1,0
San Javier,Buenos Aires,B,T,tarde_valle,2,0,7.188,0,1,0,0.47,8,5,3300,1,1
Villa Sierra,Niquía,K,A,tarde_pico,1,0,6.778,0,0,0,0.71,5,17,3300,1,1
Madera,Buenos Aires,A,T,tarde_valle,4,0,9.225,0,0,0,0.37,9,4,3300,1,1
Buenos Aires,Juan XXIII,T,J,mañana_pico,1,0,8.311,0,0,0,0.89,2,14,3300,1,1
Industriales,Prado,A,A,mañana_valle,3,0,3.113,1,0,0,0.36,4,1,3300,0,0
Asomadera,La Estrella,T,A,mañana_pico,6,0,13.612,0,0,0,0.86,2,15,3300,1,1
Loyola,Prado,T,A,noche,4,0,2.947,0,0,0,0.19,12,12,3300,1,0
Trece de Noviembre,Loyola,M,T,noche,6,0,2.14,0,0,0,0.15,11,3,3300,1,0
Suramericana,Floresta,B,B,tarde_valle,1,0,2.265,1,0,0,0.32,6,18,3300,0,0
Villa Sierra,Industriales,K,A,noche,1,0,8.857,0,0,0,0.27,8,2,3300,1,0
Juan XXIII,Trinidad,J,B,madrugada,1,0,3.53,0,0,0,0.14,15,2,3300,1,0
Trinidad,Suramericana,B,B,mañana_pico,6,0,0.754,1,0,0,0.89,2,18,3300,0,1
Industriales,Prado,A,A,mañana_valle,2,0,3.113,1,0,0,0.43,7,7,3300,0,0
Poblado,Floresta,A,B,mañana_valle,3,0,5.151,0,0,0,0.43,7,9,3300,1,0
Acevedo,Caribe,A,A,mañana_valle,3,0,2.682,1,1,0,0.41,8,17,3300,0,0
Hospital,Oriente,A,T,noche,5,0,4.363,0,0,0,0.29,10,10,3300,1,0
Buenos Aires,Trece de Noviembre,T,M,mañana_valle,7,0,1.588,0,0,0,0.47,4,7,3300,1,0
Loyola,Caribe,T,A,madrugada,4,0,4.792,0,0,0,0.19,12,3,3300,1,0
Universidad,Alpujarra,A,A,mañana_valle,1,0,3.041,1,0,0,0.47,7,5,3300,0,0
Industriales,La Aurora,A,J,noche,1,0,7.37,0,0,0,0.21,11,18,3300,1,0
Prado,Oriente,A,T,mañana_valle,4,0,4.164,0,0,0,0.41,4,10,3300,1,0
Exposiciones,Tricentenario,A,A,madrugada,7,0,5.722,1,0,0,0.18,13,14,3300,0,0
La Independencia,Floresta,K,B,noche,6,0,8.821,0,0,0,0.31,9,17,3300,1,0
Andalucía,Buenos Aires,K,T,tarde_pico,3,0,6.691,0,0,0,0.84,4,6,3300,1,1
Ayurá,Poblado,A,A,tarde_pico,3,0,2.462,1,0,0,0.94,2,5,3300,0,1
Santa Lucía,Itagüí,B,A,tarde_pico,2,0,9.238,0,0,0,0.85,3,18,3300,1,1
Itagüí,Alpujarra,A,A,mañana_pico,7,0,9.124,1,0,0,0.98,3,6,3300,0,1
Aguacatala,Hospital,A,A,madrugada,3,0,6.795,1,0,0,0.16,15,9,3300,0,0
Trinidad,Alpujarra,B,A,mañana_pico,5,0,1.701,0,0,0,0.93,4,12,3300,1,1
Parque Berrío,Suramericana,A,B,tarde_pico,5,0,1.723,0,0,0,0.94,4,4,3300,1,1
Bello,Alejandro Echavarría,A,T,tarde_pico,7,1,10.58,0,0,0,0.81,4,5,3300,1,1
Niquía,Andalucía,A,K,tarde_valle,3,0,6.235,0,0,0,0.41,6,16,3300,1,0
Itagüí,La Independencia,A,K,noche,2,0,17.086,0,0,0,0.31,11,15,3300,1,0
Floresta,Hospital,B,A,noche,4,0,4.255,0,0,0,0.33,7,18,3300,1,1
Hospital,San Javier,A,B,madrugada,4,0,5.018,0,0,1,0.16,11,15,3300,1,0
Santa Lucía,Caribe,B,A,mañana_valle,1,0,4.305,0,0,0,0.45,5,17,3300,1,0
Poblado,Itagüí,A,A,mañana_pico,1,0,5.912,1,0,0,0.77,5,3,3300,0,1
Juan XXIII,Miraflores,J,T,mañana_pico,4,0,6.58,0,0,1,0.83,2,12,3300,1,1
Miraflores,Parque Berrío,T,A,noche,7,0,0.663,0,1,0,0.23,6,10,3300,1,0
Santa Lucía,Trinidad,B,B,mañana_valle,4,0,0.756,1,0,0,0.52,4,7,3300,0,0
Buenos Aires,Alejandro Echavarría,T,T,tarde_pico,3,0,1.098,1,0,0,0.74,5,14,3300,0,1
Prado,Santo Domingo,A,K,tarde_valle,1,0,7.046,0,0,1,0.29,6,16,3300,1,0
Vallejuelos,Floresta,J,B,madrugada,5,0,3.168,0,0,0,0.18,9,1,3300,1,0
Alejandro Echavarría,La Sierra,T,M,mañana_valle,4,0,1.894,0,0,0,0.34,7,5,3300,1,0
Exposiciones,Alpujarra,A,A,tarde_pico,3,0,0.662,1,0,0,0.84,2,10,3300,0,1
La Independencia,La Estrella,K,A,tarde_pico,5,0,18.402,0,0,0,0.88,3,1,3300,1,1
Niquía,San Antonio,A,A,mañana_valle,3,0,11.616,1,0,1,0.54,7,4,3300,0,0
La Sierra,Itagüí,M,A,tarde_pico,2,0,9.469,0,0,0,0.82,3,1,3300,1,1
Hospital,Itagüí,A,A,tarde_pico,1,0,11.386,1,0,0,0.85,4,16,3300,0,1
Villa Sierra,Bicentenario,K,T,mañana_valle,6,0,6.635,0,0,0,0.47,4,12,3300,1,0
Juan XXIII,La Independencia,J,K,madrugada,7,1,9.667,0,0,0,0.16,10,11,3300,1,0
Loyola,Prado,T,A,mañana_valle,2,0,2.947,0,0,0,0.31,6,14,3300,1,0
Trece de Noviembre,Santa Lucía,M,B,madrugada,3,0,4.467,0,0,0,0.13,9,17,3300,1,0
Exposiciones,La Sierra,A,M,mañana_pico,7,1,3.163,0,0,0,0.94,4,11,3300,1,0
La Estrella,Envigado,A,A,noche,6,0,3.437,1,0,0,0.29,6,18,3300,0,0
La Independencia,Santa Lucía,K,B,mañana_pico,1,0,8.455,0,0,0,0.78,4,12,3300,1,1
Oriente,Alejandro Echavarría,T,T,mañana_valle,2,0,2.979,1,0,0,0.33,5,17,3300,0,0
Poblado,Exposiciones,A,A,tarde_valle,5,0,2.947,1,0,0,0.42,8,18,3300,0,0
Andalucía,Hospital,K,A,tarde_pico,4,0,4.813,0,0,0,0.93,2,5,3300,1,1
Bello,Oriente,A,T,mañana_valle,3,0,12.145,0,0,0,0.47,5,15,3300,1,0
Santo Domingo,Vallejuelos,K,J,mañana_valle,2,0,11.109,0,1,0,0.48,4,4,3300,1,0
Poblado,Prado,A,A,noche,2,0,4.908,1,0,0,0.29,8,5,3300,0,0
